sample_name,f1r2_log,f1r2_ave,log_012,ave_012,log_025,ave_025,log_039,ave_039,log_sum,sum_012025039,bm005,bm009,bm012,bm16s,bm016,bm025,bm039,sample,timepoint,initial_name,day,k_cl_weight,k_cl_volume_l,moisture_percent,dry_soil,nh4n_mgl_1,no3n_mgl_1,nh4n_mg_kg_1,no3n_mg_kg_1,nh4n_mgl_2,no3n_mgl_2,nh4n_mg_kg_2,no3n_mg_kg_2,crop,treatment,addition,net_n_min,delta,net_min_rate_rel,net_min_rate_abs,net_nitr_rate_rel,net_nitr_rate_abs
11b,7.08737806,12200000,9.179411978,1.51e+09,7.930427394,85200000,8.754642071,5.68e+08,9.335477001,2.17e+09,11470936.16,44244948.95,11112185.58,3524405538,6382269.619,19980912,14007340.31,11,b,11b,4,38.216,0.0353851851851852,44.57222876,4.0811467964012,0.537339901477833,0.324165013944806,4.65895319863253,2.81064113133839,0.656133774,0.151081807,5.68894388207692,1.30994006966905,Corn,112N,Carbon,7.46959432997092,4,-1.33683121867489,-1.33683121867489,-1.08568117338976,-1.08568117338976
12b,7.062687508,11600000,9.12855671,1.34e+09,7.938071658,86700000,8.68632003,4.86e+08,9.282586781,1.92e+09,10803210.88,0,10308275.58,3153186739,10096017.32,0,9009412.433,12,b,12b,4,38.201,0.0353712962962963,44.57222876,3.0562873061736,0.648219563687544,3.12601362334213,7.50203235341569,36.17825911659,0.93415656,3.764455013,10.8112638507985,43.5671258359562,Corn,112N,Nitrogen,43.6802914700057,4,5.48315236313278,5.48315236313278,5.57675940333157,5.57675940333157
13b,6.895110134,7850000,8.671411402,4.69e+08,8.099117505,1.26e+08,8.538325218,3.45e+08,8.973265038,9.4e+08,28582873.72,23194998.87,13001410.11,2445234938,0,10674909.38,0,13,b,13b,4,38.195,0.0353657407407407,39.15603401,3.8057900726745,1.60349049964814,15.3676733340369,14.9006193741383,142.805866992556,0.811826534,15.68732758,7.54399117650799,145.776290734679,Corn,336N,Control,157.706486366694,4,8.836794815809,8.836794815809,10.8151929130161,10.8151929130161
14b,6.988617272,9740000,8.799538787,6.3e+08,8.150464062,1.41e+08,8.542865416,3.49e+08,9.049498882,1.12e+09,18236565.54,27446784.18,27485976.1,2101276573,11163330.28,12069649.69,7897965.012,14,b,14b,4,38.244,0.0354111111111111,39.15603401,3.8362120556695,1.1343842364532,13.0128552253732,10.4712163083818,120.118402103836,0.811826534,13.70437887,7.49376707576327,126.501683387688,Corn,336N,Carbon,130.589618412218,4,2.75683612741371,2.75683612741371,4.95428476716475,4.95428476716475
15b,6.871112724,7430000,8.74691829,5.58e+08,7.992054716,98200000,8.476731175,3e+08,8.980586417,9.56e+08,0,39610870.73,11509589.64,1718993754,6539455.062,24454633.57,10920235.89,15,b,15b,4,38.149,0.0353231481481482,39.15603401,3.6768008647757,2.44788177339902,18.0967878219621,23.5168815802049,173.856442257926,1.078728409,18.10463648,10.3633796890569,173.931844576636,Corn,336N,Nitrogen,197.373323838131,4,15.1281526128671,15.1281526128671,14.0045259851347,14.0045259851347
16b,7.373228865,23600000,8.991494553,9.81e+08,8.401872366,2.52e+08,8.724238603,5.3e+08,9.246211533,1.76e+09,11387618.31,50272198.89,20727761.16,2732749052,9500619.315,37720519.36,18617284.38,16,b,16b,4,38.172,0.0353444444444444,37.88436194,4.1418707458408,0.469106263194933,5.59177746656003,4.00309456172285,47.7171500851379,0.556045571,6.414681703,4.74498674603118,54.7393617505205,Corn,336N,Control,51.7202446468607,4,0.949558552345483,0.949558552345483,0.598439200319774,0.598439200319774
17b,7.213805353,16400000,8.991559824,9.81e+08,8.230774099,1.7e+08,8.769686393,5.88e+08,9.240374332,1.74e+09,23846276.5,35760020.59,33215482.31,3990368403,0,16304720.76,23562486.69,17,b,17b,4,38.202,0.0353722222222222,37.88436194,4.1126763959526,0.426460239268121,3.26821027175389,3.66789041977129,28.109155418889,0.222418229,3.934422045,1.91297011119175,33.8390958813853,Corn,336N,Carbon,31.7770458386603,4,-7.08216131371973,-7.08216131371973,-7.52353189630606,-7.52353189630606
18b,7.069709019,11700000,8.646012778,4.43e+08,7.987388875,97100000,8.415651557,2.6e+08,8.903169061,8e+08,13531785.7,0,6801705.322,1031711883,0,11288791.01,0,18,b,18b,4,38.29,0.0354537037037037,37.88436194,3.8940293499814,0.409401829697396,6.3682470072374,3.72745294431717,57.9805446272949,1.1676957,7.396713445,10.6314394790287,67.3443529287945,Corn,336N,Nitrogen,61.7079975716121,4,-5.07639555314792,-5.07639555314792,-4.20203040543619,-4.20203040543619
19b,6.927614027,8460000,8.761390131,5.77e+08,8.029912955,1.07e+08,8.496147195,3.13e+08,8.999065285,9.98e+08,12438652.23,29683026.19,22702426.08,1866869769,0,11843271.69,8490744.517,19,b,19b,4,38.028,0.0352111111111111,40.52771432,4.020326511968,0.460577058409571,1.12415280480028,4.03385892429654,9.84563547210837,0.556045571,1.240129829,4.86999807728006,10.8613937378303,Corn,112N,Control,13.8794943964049,4,1.00109528919965,1.00109528919965,0.605876123127776,0.605876123127776
20b,6.918303717,8290000,8.763672672,5.8e+08,8.044440591,1.11e+08,8.48575217,3.06e+08,8.998748832,9.97e+08,0,27536063.33,14075997.16,1216560504,5323639.656,0,12540605.02,20,b,20b,4,38.233,0.0354009259259259,40.52771432,4.038168197672,0.417931034482759,0.360312478336343,3.66382598981368,3.15870828835836,0.54492466,0.201442409,4.77712581040867,1.76596106211233,Corn,112N,Carbon,6.82253427817203,4,-0.361877989946974,-0.361877989946974,-0.502637686006229,-0.502637686006229
21b,6.931310298,8540000,8.786314634,6.11e+08,7.997452479,99400000,8.555996307,3.6e+08,9.029605414,1.07e+09,11198079.21,30762935.32,8121894.033,1090003945,5236927.133,0,0,21,b,21b,4,38.045,0.0352268518518518,40.52771432,4.1856594661584,0.469106263194933,3.75434927527293,3.9480366164404,31.5969100662481,0.733980154,4.507273895,6.17723691002696,37.9335851467654,Corn,112N,Nitrogen,35.5449466826885,4,-0.70217638137062,-0.70217638137062,1.07026528740766,1.07026528740766
22b,7.380358585,2.4e+07,8.814247191,6.52e+08,8.182950083,1.52e+08,8.565588372,3.68e+08,9.068989629,1.17e+09,12070563.09,35164397.73,15410064.74,1473497558,9472221.811,0,23115108.64,22,b,22b,4,38.102,0.0352796296296296,44.89761115,3.6340025446575,0.520281491907108,0.91704908201297,5.05099765673496,8.90289744380426,0.511561926,0.963146517,4.96634635229761,9.35042063984859,Corn,336N,Control,13.9538951005392,4,0.55517090518882,0.55517090518882,0.556996274955952,0.556996274955952
23b,5.372342007,236000,6.662174827,4590000,6.262699121,1830000,6.445393689,2790000,6.964425696,9210000,0,0,0,53737941.66,0,0,0,23,b,23b,4,38.12,0.0352962962962963,44.89761115,3.7541257523505,0.81027445460943,0.328678959618947,7.61820171135923,3.09024010125531,0.511561926,0.157376882,4.80970604213106,1.47965769494571,Corn,336N,Carbon,10.7084418126145,4,-0.0258440182239719,-0.0258440182239719,-0.793528917641461,-0.793528917641461
24b,7.57307426,37400000,8.845968448,7.01e+08,8.419896603,2.63e+08,8.582789464,3.83e+08,9.129370087,1.35e+09,19500496.12,59101807.27,19737298.92,1166083845,0,14281955.6,15754234.87,24,b,24b,4,38.199,0.0353694444444444,44.89761115,3.4830219992085,0.477635467980296,3.65197076384064,4.85029986984415,37.0850879132402,0.300264609,4.387667465,3.04913159005936,44.5559518944411,Corn,336N,Nitrogen,41.9353877830844,4,1.6120960477612,1.6120960477612,1.9181021215104,1.9181021215104
25b,7.57934986,3.8e+07,8.907910428,8.09e+08,8.429876703,2.69e+08,8.667617524,4.65e+08,9.18841725,1.54e+09,51700000,78900000,45100000,1738537591,11610936.85,13123781.27,28833852.58,25,b,25b,4,38.127,0.0353027777777778,46.16341882,3.6840372501474,0.505673027333677,0.743807577317846,4.8456791557856,7.1276352079308,0.11005504,0.655923725,1.0546170835512,6.28547648423499,Corn,336N,Control,11.9733143637164,4,-0.996591401674225,-0.996591401674225,-0.382424990998914,-0.382424990998914
26b,7.430805589,2.7e+07,8.846773768,7.03e+08,8.284688692,1.93e+08,8.551145416,3.56e+08,9.097281944,1.25e+09,17300000,39700000,53500000,1596312576,5626941.57,13972098.15,17532504.16,26,b,26b,4,38.232,0.0354,46.16341882,3.52629606729,0.697008767405879,0.22356882169645,6.9971749096866,2.24437657446517,0.132066048,-0.021505696,1.32579284608762,-0.215892716854336,Corn,336N,Carbon,9.24155148415177,4,-0.730921521354559,-0.730921521354559,-0.882669707901118,-0.882669707901118
27b,7.463564965,29100000,8.836401651,6.86e+08,8.318361166,2.08e+08,8.545267275,3.51e+08,9.095250613,1.25e+09,14100000,36600000,0,1317352830,6999356.987,15834019.26,24256278.5,27,b,27b,4,38.129,0.0353046296296296,46.16341882,3.4676141938038,0.471505930892213,3.84162513882456,4.80051739552464,39.1125266889334,0.124729045,4.231245666,1.26989696421561,43.0793487283083,Corn,336N,Nitrogen,43.9130440844581,4,4.85658277309418,4.85658277309418,4.65115129917857,4.65115129917857
28b,6.777735606,5990000,8.893446032,7.82e+08,7.385864705,24300000,8.590286538,3.89e+08,9.077748372,1.2e+09,0,0,23900000,1749556209,0,0,13927398.58,28,b,28b,4,37.964,0.0351518518518518,45.38233189,3.8325217712787,0.369004641567819,0.427469062620162,3.3845069296788,3.9207420224153,0.146740053,0.247315503,1.34589831751116,2.2683753520392,Corn,0N,Control,7.3052489520941,4,-1.35576834127303,-1.35576834127303,-0.265528181729662,-0.265528181729662
29b,6.787356484,6130000,8.927795013,8.47e+08,7.31239927,20500000,8.654606215,4.51e+08,9.120180429,1.32e+09,0,0,0,1593380990,0,0,8047033.286,29,b,29b,4,38.187,0.0353583333333333,45.38233189,3.6752228871219,0.321170706549768,0.159027628144021,3.08989719749539,1.52996214320189,0.11005504,-0.107528479,1.05881001203187,-1.03450264652812,Corn,0N,Carbon,4.61985934069728,4,-2.1391984082608,-2.1391984082608,-1.36793169428219,-1.36793169428219
30b,6.832680341,6800000,8.815980294,6.55e+08,7.441738211,27700000,8.608332038,4.06e+08,9.036659988,1.09e+09,0,0,19100000,1671353617,0,0,0,30,b,30b,4,37.828,0.0350259259259259,45.38233189,3.8609229586959,0.34850438370294,4.04168062959143,3.16159862784796,36.6657423270976,0.146740053,4.440926201,1.33121180653666,40.287660184566,Corn,0N,Nitrogen,39.8273409549455,4,4.06286390547963,4.06286390547963,5.08675012016207,5.08675012016207
31b,6.910128996,8130000,8.784117228,6.08e+08,8.082310324,1.21e+08,8.522123025,3.33e+08,9.026092084,1.06e+09,18600000,0,13600000,1464505436,0,15666174.41,10455822.84,31,b,31b,4,37.945,0.0351342592592593,37.55170771,3.884283780438,0.328004125838061,3.96449522703963,2.96687437033801,35.8597906364091,0.080707029,4.360279842,0.730014036361373,39.4397554533143,Corn,112N,Control,38.8266650067471,4,-1.51625110350808,-1.51625110350808,-1.06534772160018,-1.06534772160018
32b,7.01165805,10300000,8.821909418,6.64e+08,8.159402415,1.44e+08,8.562134822,3.65e+08,9.069230277,1.17e+09,27400000,32600000,0,1968894941,6272192.318,19481338.03,7858361.706,32,b,32b,4,37.704,0.0349111111111111,37.55170771,4.0610124476187,0.246003094378545,2.85253316778623,2.11480301336248,24.5222351946027,0.036685013,3.161337296,0.315368293368946,27.1769168462096,Corn,112N,Carbon,26.6370382079652,4,-6.85643634950387,-6.85643634950387,-6.40844723002599,-6.40844723002599
33b,6.959897123,9120000,8.74926638,5.61e+08,8.131829471,1.35e+08,8.527152994,3.37e+08,9.014305474,1.03e+09,0,31100000,18300000,1695285560,7220016.142,25393200.03,10399290.89,33,b,33b,4,37.65,0.0348611111111111,37.55170771,3.834325146606,0.28017019082001,9.06545558832762,2.54726549751343,82.4217671830131,0.058696021,9.145297177,0.533655449557359,83.1476749731908,Corn,112N,Nitrogen,84.9690326805265,4,4.48059913775256,4.48059913775256,4.92075084682337,4.92075084682337
34b,6.956023416,9040000,9.119563018,1.32e+09,7.707834932,5.1e+07,8.847119093,7.03e+08,9.316227748,2.07e+09,0,0,2.5e+07,3112699877,0,0,6196698.657,34,b,34b,4,37.623,0.0348361111111111,44.93038326,4.0288931606984,0.833677153171738,0.622187071354795,7.20844876751487,5.37978474114097,0.146740053,0.500007429,1.26879829939998,4.32334977828143,Corn,0N,Control,12.5882335086558,4,0.0219135236961039,0.0219135236961039,-0.599093105570131,-0.599093105570131
35b,6.919831528,8310000,9.216607212,1.65e+09,7.663665476,46100000,8.835943579,6.85e+08,9.376242501,2.38e+09,0,20900000,17400000,3231340319,0,0,0,35,b,35b,4,37.814,0.035012962962963,44.93038326,3.133461192506,0.362171222279525,0.272199634351777,4.0468628181039,3.04152983891553,0.161414058,0.043011392,1.80362356105508,0.480604731497276,Corn,0N,Carbon,7.08839265701943,4,-0.427086534480467,-0.427086534480467,-0.17478518657507,-0.17478518657507
36b,7.093571331,12400000,9.282052835,1.91e+09,7.831569771,67900000,8.827202339,6.72e+08,9.423914612,2.65e+09,17300000,15700000,15300000,2743682931,0,0,0,36,b,36b,4,36.086,0.033412962962963,44.93038326,3.6670857787166,0.369004641567819,4.36914873861493,3.36221707532078,39.8098691419509,0.13940305,4.779640911,1.27018270846237,43.5501033715654,Corn,0N,Nitrogen,43.1720862172717,4,4.83113283128182,4.83113283128182,6.1122507072786,6.1122507072786
1d,7.128771984,13500000,8.985729459,9.68e+08,7.497587358,31400000,8.823778755,6.66e+08,9.221568003,1.67e+09,0,11613009.76,50330367.62,6991326499,0,0,60996073.08,1,d,1d,30,38.124,0.0353,51.88985987,3.6140337265656,0.20106869,2.25790931163838,1.96393428894338,22.0540827040309,0.20106869,2.384681807,1.96393428894338,23.2923304418344,Corn,0N,Control,24.0180169929743,15,1.18318198628706,0.825738945324045,1.08404556334591,1.03385413464733
2d,7.237106587,17300000,9.076748803,1.19e+09,7.673957792,47200000,8.884253429,7.66e+08,9.302448451,2.01e+09,0,11221876.81,33167338.56,8588055737,14340723.45,36076679.87,60628933.19,2,d,2d,30,38.226,0.0353944444444444,51.88985987,3.4586379739457,0.125667931,2.49434476613983,1.28603994859672,25.5262180995799,0.125667931,2.635229989,1.28603994859672,26.9679862843774,Corn,0N,Carbon,26.8122580481766,15,1.63906599753466,1.17067037476537,1.47087954251757,1.4084143708753
3d,7.185837319,15300000,9.040963644,1.1e+09,7.62136103,41800000,8.873414769,7.47e+08,9.275977518,1.89e+09,7234470.599,0,15114518.32,7899293472,0,20337540.17,44594330.22,3,d,3d,30,38.201,0.0353712962962963,51.88985987,3.3561633754688,0.175935103,7.32909024495119,1.85421624662809,77.2427899461992,0.175935103,7.391171379,1.85421624662809,77.8970757902379,Corn,0N,Nitrogen,79.0970061928273,15,3.59739448299798,3.27268734732424,3.45045344125879,3.56296804208692
4d,7.345107227,22100000,9.001289504,1e+09,7.841076784,69400000,8.845771229,7.01e+08,9.248810216,1.77e+09,12500344.53,0,45914066.27,6835316707,0,13227536.32,65753062.89,4,d,4d,30,38.392,0.0355481481481481,41.89255076,3.837997022302,0.343492345,1.41206790442994,3.18148156365454,13.0788009397186,0.343492345,1.471970571,3.18148156365454,13.633629110071,Corn,112N,Control,16.2602825033731,15,0.883177603716749,0.572363250664518,0.630784828652255,0.660630944880187
5d,7.27240003,18700000,8.980407003,9.56e+08,7.779717348,60200000,8.855974905,7.18e+08,9.239013416,1.73e+09,0,13110776.41,28600134.61,7567678092,14115447.06,17472516.54,68099062.65,5,d,5d,30,38.224,0.0353925925925926,41.89255076,3.945495803396,0.184312965,0.789609484451062,1.65335714567558,7.08309631615102,0.184312965,0.78296307,1.65335714567558,7.02347545971379,Corn,112N,Carbon,8.7364534618266,15,0.4060199398797,0.112555876269651,0.285309470589723,0.335851726577466
6d,7.273012214,18800000,8.934458429,8.6e+08,7.746007382,55700000,8.815247369,6.54e+08,9.195662509,1.57e+09,14410807.24,0,37859284.1,6108324644,0,16904369.71,52582602.06,6,d,6d,30,38.453,0.0356046296296296,41.89255076,4.0274273068244,0.167557241,3.66435202592464,1.48129638428449,32.3948483178218,0.167557241,3.847704229,1.48129638428449,34.0157806860393,Corn,112N,Nitrogen,33.8761447021062,15,1.00933823353596,1.25036922130059,0.910585141250323,1.42383141101103
7d,7.083013742,12100000,9.038917726,1.09e+09,7.597112479,39500000,8.893390093,7.82e+08,9.282310778,1.92e+09,0,0,23252936.06,4561008685,0,8372802.242,48795363.97,7,d,7d,30,38.307,0.0354694444444444,37.49408555,3.9134953037145,0.150801517,2.84385201545704,1.36676950251929,25.7748746944283,0.150801517,3.002104113,1.36676950251929,27.2091715432553,Corn,0N,Control,27.1416441969476,15,1.43531577624072,1.29234859376809,1.36280321846749,1.48517478877879
8d,6.992899485,9840000,8.961820719,9.16e+08,7.464790879,29200000,8.784814255,6.09e+08,9.191528931,1.55e+09,0,0,13034838.66,5807142573,0,0,54759361.94,8,d,8d,30,38.338,0.0354981481481481,37.49408555,4.006629116245,0.175935103,1.81123211052398,1.55875928855797,16.047251673327,0.175935103,1.905955816,1.55875928855797,16.8864898539951,Corn,0N,Carbon,17.606010961885,15,0.996192997740187,0.813440629359025,0.897022658019551,0.905758157773126
9d,7.24768116,17700000,9.124620935,1.33e+09,7.799906945,63100000,8.939757524,8.7e+08,9.355244126,2.27e+09,6705982.079,0,28822203.39,7459692482,0,29797598.43,76110955.7,9,d,9d,30,38.591,0.0357324074074074,37.49408555,3.951623911529,0.092156483,6.58786547316701,0.833321457080582,59.5705204499871,0.092156483,6.702163878,0.833321457080582,60.6040593845992,Corn,0N,Nitrogen,60.4038419070677,15,1.62359142283693,2.96871254634451,1.53682826275307,3.13022614467378
10d,7.33949402,21900000,9.025825512,1.06e+09,7.868953751,7.4e+07,8.852108457,7.11e+08,9.266375861,1.85e+09,8771982.359,0,21031514.06,5787170881,0,12801317.36,18387534.52,10,d,10d,30,38.547,0.0356916666666667,44.57222876,3.4625728693628,0.175935103,1.73261335967449,1.8135118849924,17.8595110713426,0.175935103,1.820948397,1.8135118849924,18.7700550010043,Corn,112N,Control,19.673022956335,15,0.96006232819372,0.366581018592795,0.808860263459563,0.618937354184483
11d,7.211375451,16300000,9.00229803,1.01e+09,7.679247188,47800000,8.864824075,7.33e+08,9.251787409,1.79e+09,0,13629332.42,19699704.07,6110284862,0,12459279.05,20384225.22,11,d,11d,30,38.563,0.0357064814814815,44.57222876,3.7485801689612,0.226202276,1.15980525857128,2.15465243239048,11.0475334982035,0.226202276,1.194577941,2.15465243239048,11.3787549434545,Corn,112N,Carbon,13.202185930594,15,0.65838185938211,0.0256844483949002,0.520022165396314,0.259611178220405
12d,7.223845223,16700000,8.929175645,8.5e+08,7.700258014,50100000,8.784251319,6.08e+08,9.178447278,1.51e+09,0,22553448.75,39687861.53,4927700802,0,13013935.85,0,12,d,12d,30,38.551,0.0356953703703704,44.57222876,3.7568943346472,0.20106869,7.61672877987637,1.91041342133174,72.3688053456734,0.20106869,7.655141786,1.91041342133174,72.7337787408463,Corn,112N,Nitrogen,74.2792187670051,15,3.30747595286852,3.5021024499687,3.18565258438238,3.89983892282731
13d,6.975862824,9460000,8.587339213,3.87e+08,7.89499039,78500000,8.437389815,2.74e+08,8.868622808,7.39e+08,9546460.851,14747027.73,10001810.89,2485990106,0,11210659.42,18124334.51,13,d,13d,30,38.752,0.0358814814814815,39.15603401,3.7589402188622,0.134045793,19.8772495545763,1.27955257576719,189.741022806477,0.134045793,17.56074314,1.27955257576719,167.628491833182,Corn,336N,Control,191.020575382244,15,-0.576385532727278,4.5774178852524,-0.299284328224047,6.0130618310657
14d,6.887538133,7720000,8.525882697,3.36e+08,7.76364391,5.8e+07,8.387080865,2.44e+08,8.804481732,6.38e+08,8122146.942,7011965.115,20769385.27,2990011566,0,12778297.88,46367642.14,14,d,14d,30,38.721,0.0358527777777778,39.15603401,3.7394701497454,0.083778621,18.000528040389,0.803241144055174,172.582987929096,0.083778621,16.18272813,0.803241144055174,155.154535869897,Corn,336N,Carbon,173.386229073151,15,6.02117090237593,3.58826367803918,6.14933928854419,4.81878165959457
15d,6.924090345,8400000,8.472013078,2.96e+08,7.763791805,5.8e+07,8.361645888,2.3e+08,8.766782494,5.84e+08,15236917.65,0,16168156.43,2964946715,11488452.41,0,13099989.13,15,d,15d,30,38.848,0.0359703703703704,39.15603401,4.009617358741,0.125667931,19.7351942287444,1.12736992518596,177.044885390767,0.125667931,17.45783942,1.12736992518596,156.614682554405,Corn,336N,Nitrogen,178.172255315953,15,3.99686287519953,2.75410279528602,4.47663326198745,3.94710313822532
16d,7.248731538,17700000,8.789466832,6.16e+08,7.912748446,81800000,8.610666919,4.08e+08,9.043615285,1.11e+09,7899124.29,14821102.76,30499908.54,4600761141,18802942.84,46207223.35,38176428.81,16,d,16d,30,38.8,0.0359259259259259,37.88436194,3.6871842752416,0.125667931,7.42149809206927,1.2244402349743,72.3110565711042,0.125667931,7.476178798,1.2244402349743,72.843835744642,Corn,336N,Control,73.5354968060785,15,3.35590456198301,1.70756575790665,3.23436423337116,1.79917755248303
17d,7.437051926,27400000,8.967361968,9.28e+08,8.139501049,1.38e+08,8.866126108,7.35e+08,9.255323106,1.8e+09,15205883.38,25451970.54,38382475.14,7300977248,26731772.42,41695812.31,52470181.06,17,d,17d,30,39.043,0.0361509259259259,37.88436194,3.8337771810632,0.008377862,6.38811258291891,0.0789997577521282,60.2372474676613,0.008377862,6.514252741,0.0789997577521282,61.4266967485424,Corn,336N,Carbon,60.3162472254134,15,2.42266208722275,0.0140370754582814,2.38754337875569,0.135597630903202
18d,7.444297567,27800000,8.878872504,7.57e+08,8.12393893,1.33e+08,8.761198091,5.77e+08,9.166331543,1.47e+09,12107231.52,18367621.18,30983059.18,5882018399,26399947.53,28990820.93,75281838.66,18,d,18d,30,39.073,0.0361787037037037,37.88436194,4.0400010994224,0.117290069,12.8663632753688,1.05034690568392,115.219855942696,0.117290069,12.18290537,1.05034690568392,109.099406852762,Corn,336N,Nitrogen,116.27020284838,15,1.88047656333284,2.28377487094508,1.87807356673411,2.69541264624376
